net_arbitrage_revenue,energy_capacity_rated,power_output_rated,state_of_health,state_of_charge_initial,state_of_charge_minimum,state_of_charge_maximum,self_discharge_rate,efficiency_charge,efficiency_discharge,rest_before_charge,rest_after_discharge
14983235,10000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
27002782,20000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
29966471,20000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
36635290,30000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
42565914,30000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
44949706,30000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
43817566,40000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
54005565,40000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
57768948,40000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
59932942,40000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
48792331,50000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
64216675,50000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
69928794,50000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
72971983,50000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
74916177,50000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
52609754,60000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
73270581,60000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
81008348,60000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
85131828,60000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
88175017,60000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
89899413,60000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
55357974,70000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
81586386,70000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
91278758,70000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
97291674,70000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
100334863,70000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
103378052,70000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
104882648,70000,70000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
57340513,80000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
87635132,80000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
101369186,80000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
108011131,80000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
112494708,80000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
115537897,80000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
118581086,80000,70000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
119865884,80000,80000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
58792567,90000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
93121605,90000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
109905871,90000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
118340841,90000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
124654554,90000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
127697743,90000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
130740932,90000,70000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
133784121,90000,80000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
134849120,90000,90000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
59673529,100000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
97584662,100000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
118273157,100000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
128433351,100000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
135013914,100000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
139857588,100000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
142900777,100000,70000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
145943966,100000,80000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
148987155,100000,90000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
149832355,100000,100000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
